shift_a,shift_b,shift_c,fgw_distance,relaxed_energy
0.750,0.042,-2.600,0.245840692683,-1126.974365234375
0.750,0.083,-2.600,0.245307745049,-1126.995483398438
0.750,0.125,-2.600,0.243406218364,-1127.219970703125
0.750,0.167,-2.600,0.243338626445,-1127.343017578125
0.750,0.208,-2.600,0.243681139015,-1127.353149414062
0.750,0.250,-2.600,0.243694401544,-1127.412963867188
0.750,0.292,-2.600,0.244157516681,-1127.378417968750
0.750,0.333,-2.600,0.243761943094,-1127.286254882812
0.750,0.375,-2.600,0.243542660896,-1127.331787109375
0.750,0.417,-2.600,0.243338626445,-1127.343017578125
0.750,0.458,-2.600,0.242293038416,-1127.379882812500
0.750,0.500,-2.600,0.242480396450,-1127.462890625000
0.750,0.542,-2.600,0.242445814259,-1127.379028320312
0.750,0.583,-2.600,0.242840288065,-1127.345825195312
0.750,0.625,-2.600,0.244035315389,-1127.210449218750
0.750,0.667,-2.600,0.243250463664,-1127.344970703125
0.750,0.708,-2.600,0.242361519337,-1127.479858398438
0.750,0.750,-2.600,0.242480396450,-1127.462890625000
0.750,0.792,-2.600,0.243555686719,-1127.384277343750
0.750,0.833,-2.600,0.245307745049,-1126.995483398438
0.750,0.875,-2.600,0.244354127029,-1127.361450195312
0.750,0.917,-2.600,0.242327987162,-1127.427734375000
0.750,0.958,-2.600,0.242958798718,-1127.409790039062
0.792,0.000,-2.600,0.244509626150,-1127.439941406250
0.792,0.042,-2.600,0.245526588514,-1127.368530273438
0.792,0.083,-2.600,0.243555686719,-1127.384277343750
0.792,0.125,-2.600,0.242293038416,-1127.379882812500
0.792,0.167,-2.600,0.243583504977,-1127.350952148438
0.792,0.208,-2.600,0.245028344543,-1127.250488281250
0.792,0.250,-2.600,0.245828472522,-1127.273681640625
0.792,0.292,-2.600,0.244636156573,-1127.132202148438
0.792,0.333,-2.600,0.243262320321,-1127.283691406250
0.792,0.375,-2.600,0.243579312017,-1127.328491210938
0.792,0.417,-2.600,0.243406218364,-1127.220092773438
0.792,0.458,-2.600,0.243555686719,-1127.384277343750
0.792,0.500,-2.600,0.243903390282,-1127.382080078125
0.792,0.542,-2.600,0.243478760243,-1127.335815429688
0.792,0.583,-2.600,0.243569138799,-1127.083740234375
0.792,0.625,-2.600,0.243005030381,-1127.366943359375
0.792,0.667,-2.600,0.242224288673,-1127.446044921875
0.792,0.708,-2.600,0.242492799454,-1127.467895507812
0.792,0.750,-2.600,0.242293038416,-1127.379760742188
0.792,0.792,-2.600,0.243406218364,-1127.220092773438
0.792,0.833,-2.600,0.244130005567,-1127.437866210938
0.792,0.875,-2.600,0.242845410581,-1127.439697265625
