shift_a,shift_b,shift_c,fgw_distance,relaxed_energy
0.542,0.042,-2.400,0.275695952602,-977.980041503906
0.542,0.083,-2.400,0.274198320980,-978.178710937500
0.542,0.125,-2.400,0.275600466825,-978.319152832031
0.542,0.167,-2.400,0.276267505736,-978.065856933594
0.542,0.208,-2.400,0.273020684518,-978.538208007812
0.542,0.250,-2.400,0.274395134740,-978.156433105469
0.542,0.292,-2.400,0.273107080028,-978.526123046875
0.542,0.333,-2.400,0.272625234441,-978.574645996094
0.542,0.375,-2.400,0.275695952602,-977.734680175781
0.542,0.417,-2.400,0.274198320980,-978.035766601562
0.542,0.458,-2.400,0.275600466825,-978.320068359375
0.542,0.500,-2.400,0.276267505736,-978.065612792969
0.542,0.542,-2.400,0.273020684518,-978.554077148438
0.542,0.583,-2.400,0.274395134740,-978.156372070312
0.542,0.625,-2.400,0.273107080028,-978.526062011719
0.542,0.667,-2.400,0.272625234441,-978.555114746094
0.542,0.708,-2.400,0.275695952602,-977.734680175781
0.542,0.750,-2.400,0.274198320979,-978.043395996094
0.542,0.792,-2.400,0.275600466825,-978.319946289062
0.542,0.833,-2.400,0.276267505736,-978.065612792969
0.542,0.875,-2.400,0.273020684518,-978.555664062500
0.542,0.917,-2.400,0.274395134740,-978.156494140625
0.542,0.958,-2.400,0.273107080028,-978.578430175781
0.583,0.000,-2.400,0.274146944561,-978.165710449219
0.583,0.042,-2.400,0.274304969577,-978.156250000000
0.583,0.083,-2.400,0.272252876747,-978.123413085938
0.583,0.125,-2.400,0.274304969577,-978.126220703125
0.583,0.167,-2.400,0.274146944561,-978.164306640625
0.583,0.208,-2.400,0.274238774372,-978.387878417969
0.583,0.250,-2.400,0.277464570486,-978.518737792969
0.583,0.292,-2.400,0.274238774372,-978.387878417969
0.583,0.333,-2.400,0.274146944561,-978.155151367188
0.583,0.375,-2.400,0.274304969577,-978.126831054688
0.583,0.417,-2.400,0.272252876747,-978.125671386719
0.583,0.458,-2.400,0.274304969577,-978.126220703125
0.583,0.500,-2.400,0.274146944560,-978.156127929688
0.583,0.542,-2.400,0.274238774372,-978.366333007812
0.583,0.583,-2.400,0.277464570486,-978.518859863281
0.583,0.625,-2.400,0.274238774372,-978.385986328125
0.583,0.667,-2.400,0.274146944561,-978.156494140625
0.583,0.708,-2.400,0.274304969577,-978.126770019531
0.583,0.750,-2.400,0.272252876747,-978.127441406250
0.583,0.792,-2.400,0.274304969577,-978.126159667969
0.583,0.833,-2.400,0.274146944561,-978.156127929688
0.583,0.875,-2.400,0.274238774372,-978.377502441406
0.583,0.917,-2.400,0.277464570486,-978.527832031250
0.583,0.958,-2.400,0.274238774372,-978.370727539062
0.625,0.000,-2.400,0.276267505736,-978.066101074219
0.625,0.042,-2.400,0.275600466825,-978.320434570312
0.625,0.083,-2.400,0.274198320980,-978.037353515625
0.625,0.125,-2.400,0.275695952602,-977.733459472656
0.625,0.167,-2.400,0.272625234441,-978.553955078125
0.625,0.208,-2.400,0.273107080028,-978.526000976562
0.625,0.250,-2.400,0.274395134740,-978.156433105469
0.625,0.292,-2.400,0.273020684518,-978.532897949219
0.625,0.333,-2.400,0.276267505736,-978.065979003906
0.625,0.375,-2.400,0.275600466825,-978.319763183594
0.625,0.417,-2.400,0.274198320980,-978.023193359375
0.625,0.458,-2.400,0.275695952602,-977.729248046875
0.625,0.500,-2.400,0.272625234441,-978.557861328125
0.625,0.542,-2.400,0.273107080028,-978.525878906250
0.625,0.583,-2.400,0.274395134740,-978.156311035156
0.625,0.625,-2.400,0.273020684518,-978.558105468750
0.625,0.667,-2.400,0.276267505736,-978.065063476562
0.625,0.708,-2.400,0.275600466825,-978.320007324219
0.625,0.750,-2.400,0.274198320980,-978.180664062500
0.625,0.792,-2.400,0.275695952602,-977.729125976562
0.625,0.833,-2.400,0.272625234441,-978.561401367188
0.625,0.875,-2.400,0.273107080028,-978.525939941406
0.625,0.917,-2.400,0.274395134740,-978.156433105469
0.625,0.958,-2.400,0.273020684518,-978.553649902344
0.667,0.000,-2.400,0.274545390156,-978.948852539062
0.667,0.042,-2.400,0.272651191216,-978.333251953125
0.667,0.083,-2.400,0.274097595845,-978.581420898438
0.667,0.125,-2.400,0.276292316022,-977.989440917969
0.667,0.167,-2.400,0.274355083999,-977.954345703125
0.667,0.208,-2.400,0.276292316022,-977.989501953125
0.667,0.250,-2.400,0.274097595845,-978.578613281250
