shift_a,shift_b,shift_c_sp,shift_c_relax,fgw_distance_megn,fgw_distance_cgnf,fgw_distance_magp,mace_single_point_energy,mace_relaxed_energy
0.289,0.079,-1.4,-1.3,0.220936678182 ,0.222271097936 ,0.168059953212 ,-488.148254394531 ,-489.075073242188 
0.289,0.132,-1.4,-1.3,0.221372132892 ,0.223433439786 ,0.168611586554 ,-488.149169921875 ,-489.052490234375 
0.289,0.184,-1.4,-1.3,0.221322037003 ,0.223217455155 ,0.168459745934 ,-488.148529052734 ,-489.054656982422 
0.289,0.237,-1.4,-1.3,0.220810169747 ,0.222708853043 ,0.168219921635 ,-488.147216796875 ,-489.076385498047 
0.289,0.289,-1.4,-1.3,0.221058948036 ,0.222805848033 ,0.168223181923 ,-488.147705078125 ,-489.071502685547 
0.289,0.342,-1.4,-1.3,0.220933545852 ,0.222381623638 ,0.168104652314 ,-488.147949218750 ,-489.073944091797 
0.289,0.395,-1.4,-1.3,0.220653884652 ,0.223569661251 ,0.168542228134 ,-488.146606445312 ,-489.085235595703 
0.289,0.447,-1.4,-1.3,0.221088030768 ,0.222988744773 ,0.168301767066 ,-488.147399902344 ,-489.072875976562 
0.289,0.5,-1.4,-1.3,0.221233944910 ,0.222994087257 ,0.168383562071 ,-488.148620605469 ,-489.056030273438 
0.289,0.553,-1.4,-1.3,0.220977920753 ,0.222489689625 ,0.168135342428 ,-488.147979736328 ,-489.072753906250 
0.289,0.605,-1.4,-1.3,0.221071732076 ,0.222668099046 ,0.168241754925 ,-488.148559570312 ,-489.065032958984 
0.289,0.658,-1.4,-1.3,0.221479198485 ,0.223637632945 ,0.168723194663 ,-488.149353027344 ,-489.049468994141 
0.289,0.711,-1.4,-1.3,0.221058948036 ,0.222805848033 ,0.168223181923 ,-488.147705078125 ,-489.071502685547 
0.289,0.763,-1.4,-1.3,0.221017334367 ,0.223106562484 ,0.168341090536 ,-488.147125244141 ,-489.074859619141 
0.289,0.816,-1.4,-1.3,0.220958775466 ,0.222307599283 ,0.168079343382 ,-488.148437500000 ,-489.072418212891 
0.289,0.868,-1.4,-1.3,0.220749654250 ,0.222965952446 ,0.168312419459 ,-488.146972656250 ,-489.077026367188 
0.289,0.921,-1.4,-1.3,0.220721818352 ,0.223341893963 ,0.168443010858 ,-488.146667480469 ,-489.081390380859 
0.289,0.974,-1.4,-1.3,0.221034545736 ,0.222695212128 ,0.168212583046 ,-488.148376464844 ,-489.066864013672 
0.342,0.026,-1.4,-1.3,0.220695835042 ,0.223229076632 ,0.168409681410 ,-488.146789550781 ,-489.080993652344 
0.342,0.079,-1.4,-1.3,0.220817496237 ,0.223222031176 ,0.168400336142 ,-488.146850585938 ,-489.080352783203 
0.342,0.132,-1.4,-1.3,0.221026525328 ,0.222640564793 ,0.168216051634 ,-488.148559570312 ,-489.065338134766 
0.342,0.184,-1.4,-1.3,0.221161046608 ,0.222967674395 ,0.168283521322 ,-488.147888183594 ,-489.069366455078 
0.342,0.237,-1.4,-1.3,0.220971576737 ,0.222370577988 ,0.168097599110 ,-488.148254394531 ,-489.071929931641 
0.342,0.289,-1.4,-1.3,0.221479198485 ,0.223637632945 ,0.168723194663 ,-488.149353027344 ,-489.049468994141 
0.342,0.342,-1.4,-1.3,0.221274661488 ,0.223068537365 ,0.168382286070 ,-488.148376464844 ,-489.057128906250 
0.342,0.395,-1.4,-1.3,0.220884780717 ,0.222770895080 ,0.168252644093 ,-488.147277832031 ,-489.075622558594 
0.342,0.447,-1.4,-1.3,0.221066905396 ,0.222663039665 ,0.168195654047 ,-488.148010253906 ,-489.070098876953 
0.342,0.5,-1.4,-1.3,0.220920878342 ,0.222552629767 ,0.168171071357 ,-488.147583007812 ,-489.074127197266 
0.342,0.553,-1.4,-1.3,0.220647757763 ,0.223619854459 ,0.168563725974 ,-488.146606445312 ,-489.085632324219 
0.342,0.605,-1.4,-1.3,0.221083342672 ,0.222820706438 ,0.168241011768 ,-488.147705078125 ,-489.071533203125 
