shift_a,shift_b,shift_c,fgw_distance,single_point_energy
0.250,0.750,-2.700,0.272252876747,-967.162109375000
0.250,0.792,-2.700,0.274304969577,-967.123107910156
0.250,0.833,-2.700,0.274146944561,-967.130554199219
0.250,0.875,-2.700,0.274238774372,-967.136779785156
0.250,0.917,-2.700,0.277464570486,-967.094116210938
0.250,0.958,-2.700,0.274238774372,-967.136779785156
0.292,0.000,-2.700,0.276267505736,-967.103576660156
0.292,0.042,-2.700,0.275600466825,-967.116333007812
0.292,0.083,-2.700,0.274198320980,-967.137573242188
0.292,0.125,-2.700,0.275695952602,-967.107055664062
0.292,0.167,-2.700,0.272625234441,-967.153503417969
0.292,0.208,-2.700,0.273107080028,-967.142517089844
0.292,0.250,-2.700,0.274395134740,-967.123779296875
0.292,0.292,-2.700,0.273020684518,-967.152587890625
0.292,0.333,-2.700,0.276267505736,-967.103576660156
0.292,0.375,-2.700,0.275600466825,-967.116333007812
0.292,0.417,-2.700,0.274198320980,-967.137573242188
0.292,0.458,-2.700,0.275695952602,-967.107055664062
0.292,0.500,-2.700,0.272625234441,-967.153564453125
0.292,0.542,-2.700,0.273107080028,-967.142517089844
0.292,0.583,-2.700,0.274395134740,-967.123779296875
0.292,0.625,-2.700,0.273020684518,-967.152587890625
0.292,0.667,-2.700,0.276267505736,-967.103515625000
0.292,0.708,-2.700,0.275600466824,-967.116333007812
0.292,0.750,-2.700,0.274198320980,-967.137573242188
0.292,0.792,-2.700,0.275695952602,-967.107055664062
0.292,0.833,-2.700,0.272625234441,-967.153503417969
0.292,0.875,-2.700,0.273107080028,-967.142517089844
0.292,0.917,-2.700,0.274395134740,-967.123779296875
0.292,0.958,-2.700,0.273020684518,-967.152587890625
0.333,0.000,-2.700,0.274545390156,-967.120910644531
0.333,0.042,-2.700,0.272651191216,-967.154235839844
0.333,0.083,-2.700,0.274097595845,-967.129150390625
0.333,0.125,-2.700,0.276292316022,-967.104309082031
0.333,0.167,-2.700,0.274355083999,-967.140502929688
0.333,0.208,-2.700,0.276292316022,-967.104309082031
0.333,0.250,-2.700,0.274097595845,-967.129089355469
0.333,0.292,-2.700,0.272651191216,-967.154235839844
0.333,0.333,-2.700,0.274545390156,-967.120971679688
0.333,0.375,-2.700,0.272651191216,-967.154235839844
0.333,0.417,-2.700,0.274097595845,-967.129150390625
0.333,0.458,-2.700,0.276292316022,-967.104309082031
0.333,0.500,-2.700,0.274355083999,-967.140502929688
0.333,0.542,-2.700,0.276292316022,-967.104309082031
0.333,0.583,-2.700,0.274097595845,-967.129089355469
0.333,0.625,-2.700,0.272651191216,-967.154235839844
0.333,0.667,-2.700,0.274545390156,-967.120910644531
0.333,0.708,-2.700,0.272651191216,-967.154235839844
0.333,0.750,-2.700,0.274097595845,-967.129089355469
0.333,0.792,-2.700,0.276292316022,-967.104309082031
0.333,0.833,-2.700,0.274355083999,-967.140502929688
0.333,0.875,-2.700,0.276292316022,-967.104309082031
0.333,0.917,-2.700,0.274097595845,-967.129150390625
0.333,0.958,-2.700,0.272651191216,-967.154235839844
0.375,0.000,-2.700,0.276267505736,-967.103576660156
0.375,0.042,-2.700,0.273020684518,-967.152526855469
0.375,0.083,-2.700,0.274395134740,-967.123779296875
0.375,0.125,-2.700,0.273107080028,-967.142517089844
0.375,0.167,-2.700,0.272625234441,-967.153503417969
0.375,0.208,-2.700,0.275695952602,-967.107055664062
0.375,0.250,-2.700,0.274198320980,-967.137573242188
0.375,0.292,-2.700,0.275600466825,-967.116333007812
0.375,0.333,-2.700,0.276267505736,-967.103576660156
0.375,0.375,-2.700,0.273020684518,-967.152587890625
0.375,0.417,-2.700,0.274395134740,-967.123779296875
0.375,0.458,-2.700,0.273107080028,-967.142517089844
0.375,0.500,-2.700,0.272625234441,-967.153503417969
0.375,0.542,-2.700,0.275695952602,-967.107055664062
0.375,0.583,-2.700,0.274198320980,-967.137573242188
0.375,0.625,-2.700,0.275600466825,-967.116333007812
0.375,0.667,-2.700,0.276267505736,-967.103576660156
0.375,0.708,-2.700,0.273020684518,-967.152587890625
0.375,0.750,-2.700,0.274395134740,-967.123779296875
0.375,0.792,-2.700,0.273107080028,-967.142578125000
0.375,0.833,-2.700,0.272625234441,-967.153503417969
0.375,0.875,-2.700,0.275695952602,-967.107055664062
0.375,0.917,-2.700,0.274198320980,-967.137512207031
0.375,0.958,-2.700,0.275600466825,-967.116333007812
0.417,0.000,-2.700,0.274146944561,-967.130615234375
0.417,0.042,-2.700,0.274238774372,-967.136779785156
0.417,0.083,-2.700,0.277464570486,-967.094116210938
0.417,0.125,-2.700,0.274238774372,-967.136779785156
0.417,0.167,-2.700,0.274146944561,-967.130554199219
0.417,0.208,-2.700,0.274304969577,-967.123107910156
0.417,0.250,-2.700,0.272252876747,-967.162109375000
0.417,0.292,-2.700,0.274304969577,-967.123107910156
0.417,0.333,-2.700,0.274146944561,-967.130615234375
0.417,0.375,-2.700,0.274238774372,-967.136779785156
0.417,0.417,-2.700,0.277464570486,-967.094116210938
0.417,0.458,-2.700,0.274238774372,-967.136840820312
0.417,0.500,-2.700,0.274146944561,-967.130554199219
0.417,0.542,-2.700,0.274304969577,-967.123107910156
0.417,0.583,-2.700,0.272252876747,-967.162109375000
0.417,0.625,-2.700,0.274304969577,-967.123107910156
0.417,0.667,-2.700,0.274146944561,-967.130554199219
0.417,0.708,-2.700,0.274238774372,-967.136840820312
0.417,0.750,-2.700,0.277464570486,-967.094116210938
0.417,0.792,-2.700,0.274238774372,-967.136779785156
0.417,0.833,-2.700,0.274146944561,-967.130615234375
0.417,0.875,-2.700,0.274304969577,-967.123107910156
0.417,0.917,-2.700,0.272252876747,-967.162109375000
0.417,0.958,-2.700,0.274304969577,-967.123107910156
0.458,0.000,-2.700,0.272625234441,-967.153503417969
0.458,0.042,-2.700,0.273107080028,-967.142517089844
0.458,0.083,-2.700,0.274395134740,-967.123779296875
0.458,0.125,-2.700,0.273020684518,-967.152587890625
0.458,0.167,-2.700,0.276267505736,-967.103576660156
0.458,0.208,-2.700,0.275600466824,-967.116333007812
0.458,0.250,-2.700,0.274198320980,-967.137573242188
0.458,0.292,-2.700,0.275695952602,-967.107055664062
0.458,0.333,-2.700,0.272625234441,-967.153564453125
0.458,0.375,-2.700,0.273107080028,-967.142517089844
0.458,0.417,-2.700,0.274395134740,-967.123779296875
0.458,0.458,-2.700,0.273020684518,-967.152587890625
0.458,0.500,-2.700,0.276267505736,-967.103576660156
0.458,0.542,-2.700,0.275600466825,-967.116333007812
0.458,0.583,-2.700,0.274198320980,-967.137573242188
0.458,0.625,-2.700,0.275695952602,-967.107055664062
0.458,0.667,-2.700,0.272625234441,-967.153503417969
0.458,0.708,-2.700,0.273107080028,-967.142517089844
0.458,0.750,-2.700,0.274395134740,-967.123779296875
0.458,0.792,-2.700,0.273020684518,-967.152587890625
0.458,0.833,-2.700,0.276267505736,-967.103576660156
0.458,0.875,-2.700,0.275600466825,-967.116333007812
0.458,0.917,-2.700,0.274198320980,-967.137573242188
0.458,0.958,-2.700,0.275695952602,-967.107055664062
0.500,0.000,-2.700,0.274355083999,-967.140502929688
0.500,0.042,-2.700,0.276292316022,-967.104309082031
0.500,0.083,-2.700,0.274097595845,-967.129089355469
0.500,0.125,-2.700,0.272651191216,-967.154174804688
0.500,0.167,-2.700,0.274545390156,-967.120910644531
0.500,0.208,-2.700,0.272651191216,-967.154235839844
0.500,0.250,-2.700,0.274097595844,-967.129089355469
0.500,0.292,-2.700,0.276292316022,-967.104309082031
0.500,0.333,-2.700,0.274355083999,-967.140441894531
0.500,0.375,-2.700,0.276292316022,-967.104248046875
0.500,0.417,-2.700,0.274097595845,-967.129089355469
0.500,0.458,-2.700,0.272651191216,-967.154235839844
0.500,0.500,-2.700,0.274545390156,-967.120971679688
0.500,0.542,-2.700,0.272651191216,-967.154235839844
0.500,0.583,-2.700,0.274097595845,-967.129150390625
0.500,0.625,-2.700,0.276292316022,-967.104309082031
0.500,0.667,-2.700,0.274355083999,-967.140441894531
0.500,0.708,-2.700,0.276292316022,-967.104248046875
0.500,0.750,-2.700,0.274097595845,-967.129150390625
0.500,0.792,-2.700,0.272651191216,-967.154235839844
0.500,0.833,-2.700,0.274545390156,-967.120910644531
0.500,0.875,-2.700,0.272651191216,-967.154235839844
0.500,0.917,-2.700,0.274097595845,-967.129089355469
0.500,0.958,-2.700,0.276292316022,-967.104309082031
0.542,0.000,-2.700,0.272625234441,-967.153564453125
0.542,0.042,-2.700,0.275695952602,-967.107055664062
0.542,0.083,-2.700,0.274198320980,-967.137573242188
0.542,0.125,-2.700,0.275600466825,-967.116333007812
0.542,0.167,-2.700,0.276267505736,-967.103576660156
0.542,0.208,-2.700,0.273020684518,-967.152587890625
0.542,0.250,-2.700,0.274395134740,-967.123779296875
0.542,0.292,-2.700,0.273107080028,-967.142517089844
0.542,0.333,-2.700,0.272625234441,-967.153564453125
0.542,0.375,-2.700,0.275695952602,-967.107055664062
0.542,0.417,-2.700,0.274198320980,-967.137573242188
0.542,0.458,-2.700,0.275600466825,-967.116333007812
0.542,0.500,-2.700,0.276267505736,-967.103515625000
0.542,0.542,-2.700,0.273020684518,-967.152587890625
0.542,0.583,-2.700,0.274395134740,-967.123779296875
0.542,0.625,-2.700,0.273107080028,-967.142517089844
0.542,0.667,-2.700,0.272625234441,-967.153564453125
0.542,0.708,-2.700,0.275695952602,-967.107055664062
0.542,0.750,-2.700,0.274198320979,-967.137573242188
0.542,0.792,-2.700,0.275600466825,-967.116333007812
0.542,0.833,-2.700,0.276267505736,-967.103515625000
0.542,0.875,-2.700,0.273020684518,-967.152587890625
0.542,0.917,-2.700,0.274395134740,-967.123779296875
0.542,0.958,-2.700,0.273107080028,-967.142517089844
0.583,0.000,-2.700,0.274146944561,-967.130554199219
0.583,0.042,-2.700,0.274304969577,-967.123107910156
0.583,0.083,-2.700,0.272252876747,-967.162109375000
0.583,0.125,-2.700,0.274304969577,-967.123107910156
0.583,0.167,-2.700,0.274146944561,-967.130554199219
0.583,0.208,-2.700,0.274238774372,-967.136779785156
0.583,0.250,-2.700,0.277464570486,-967.094116210938
0.583,0.292,-2.700,0.274238774372,-967.136779785156
0.583,0.333,-2.700,0.274146944561,-967.130615234375
0.583,0.375,-2.700,0.274304969577,-967.123107910156
0.583,0.417,-2.700,0.272252876747,-967.162109375000
0.583,0.458,-2.700,0.274304969577,-967.123107910156
0.583,0.500,-2.700,0.274146944560,-967.130615234375
0.583,0.542,-2.700,0.274238774372,-967.136779785156
0.583,0.583,-2.700,0.277464570486,-967.094116210938
0.583,0.625,-2.700,0.274238774372,-967.136779785156
0.583,0.667,-2.700,0.274146944561,-967.130554199219
0.583,0.708,-2.700,0.274304969577,-967.123107910156
0.583,0.750,-2.700,0.272252876747,-967.162109375000
0.583,0.792,-2.700,0.274304969577,-967.123168945312
0.583,0.833,-2.700,0.274146944561,-967.130615234375
0.583,0.875,-2.700,0.274238774372,-967.136779785156
0.583,0.917,-2.700,0.277464570486,-967.094116210938
0.583,0.958,-2.700,0.274238774372,-967.136779785156
0.625,0.000,-2.700,0.276267505736,-967.103576660156
0.625,0.042,-2.700,0.275600466825,-967.116333007812
0.625,0.083,-2.700,0.274198320980,-967.137573242188
0.625,0.125,-2.700,0.275695952602,-967.107055664062
0.625,0.167,-2.700,0.272625234441,-967.153564453125
0.625,0.208,-2.700,0.273107080028,-967.142517089844
0.625,0.250,-2.700,0.274395134740,-967.123779296875
0.625,0.292,-2.700,0.273020684518,-967.152587890625
0.625,0.333,-2.700,0.276267505736,-967.103576660156
0.625,0.375,-2.700,0.275600466825,-967.116333007812
0.625,0.417,-2.700,0.274198320980,-967.137573242188
0.625,0.458,-2.700,0.275695952602,-967.106994628906
0.625,0.500,-2.700,0.272625234441,-967.153503417969
0.625,0.542,-2.700,0.273107080028,-967.142517089844
0.625,0.583,-2.700,0.274395134740,-967.123779296875
0.625,0.625,-2.700,0.273020684518,-967.152587890625
0.625,0.667,-2.700,0.276267505736,-967.103576660156
0.625,0.708,-2.700,0.275600466825,-967.116333007812
0.625,0.750,-2.700,0.274198320980,-967.137573242188
0.625,0.792,-2.700,0.275695952602,-967.107055664062
0.625,0.833,-2.700,0.272625234441,-967.153564453125
0.625,0.875,-2.700,0.273107080028,-967.142517089844
0.625,0.917,-2.700,0.274395134740,-967.123779296875
0.625,0.958,-2.700,0.273020684518,-967.152587890625
0.667,0.000,-2.700,0.274545390156,-967.120910644531
0.667,0.042,-2.700,0.272651191216,-967.154174804688
0.667,0.083,-2.700,0.274097595845,-967.129089355469
0.667,0.125,-2.700,0.276292316022,-967.104309082031
0.667,0.167,-2.700,0.274355083999,-967.140502929688
0.667,0.208,-2.700,0.276292316022,-967.104309082031
0.667,0.250,-2.700,0.274097595845,-967.129089355469
0.667,0.292,-2.700,0.272651191216,-967.154235839844
0.667,0.333,-2.700,0.274545390156,-967.120971679688
0.667,0.375,-2.700,0.272651191216,-967.154235839844
0.667,0.417,-2.700,0.274097595845,-967.129089355469
0.667,0.458,-2.700,0.276292316022,-967.104309082031
0.667,0.500,-2.700,0.274355083999,-967.140502929688
0.667,0.542,-2.700,0.276292316022,-967.104309082031
0.667,0.583,-2.700,0.274097595845,-967.129089355469
0.667,0.625,-2.700,0.272651191216,-967.154235839844
0.667,0.667,-2.700,0.274545390156,-967.120971679688
0.667,0.708,-2.700,0.272651191216,-967.154235839844
0.667,0.750,-2.700,0.274097595845,-967.129150390625
0.667,0.792,-2.700,0.276292316022,-967.104309082031
0.667,0.833,-2.700,0.274355083999,-967.140502929688
0.667,0.875,-2.700,0.276292316022,-967.104309082031
0.667,0.917,-2.700,0.274097595845,-967.129089355469
0.667,0.958,-2.700,0.272651191216,-967.154235839844
0.708,0.000,-2.700,0.276267505736,-967.103576660156
0.708,0.042,-2.700,0.273020684518,-967.152587890625
0.708,0.083,-2.700,0.274395134740,-967.123779296875
0.708,0.125,-2.700,0.273107080028,-967.142517089844
0.708,0.167,-2.700,0.272625234441,-967.153503417969
0.708,0.208,-2.700,0.275695952602,-967.107055664062
0.708,0.250,-2.700,0.274198320980,-967.137573242188
0.708,0.292,-2.700,0.275600466825,-967.116333007812
0.708,0.333,-2.700,0.276267505735,-967.103576660156
0.708,0.375,-2.700,0.273020684518,-967.152587890625
0.708,0.417,-2.700,0.274395134740,-967.123779296875
0.708,0.458,-2.700,0.273107080028,-967.142517089844
0.708,0.500,-2.700,0.272625234441,-967.153503417969
0.708,0.542,-2.700,0.275695952602,-967.107055664062
0.708,0.583,-2.700,0.274198320980,-967.137573242188
0.708,0.625,-2.700,0.275600466825,-967.116333007812
0.708,0.667,-2.700,0.276267505736,-967.103515625000
0.708,0.708,-2.700,0.273020684518,-967.152587890625
0.708,0.750,-2.700,0.274395134740,-967.123840332031
0.708,0.792,-2.700,0.273107080028,-967.142578125000
0.708,0.833,-2.700,0.272625234441,-967.153503417969
0.708,0.875,-2.700,0.275695952602,-967.107055664062
0.708,0.917,-2.700,0.274198320980,-967.137573242188
0.708,0.958,-2.700,0.275600466825,-967.116333007812
0.750,0.000,-2.700,0.274146944561,-967.130554199219
0.750,0.042,-2.700,0.274238774372,-967.136779785156
0.750,0.083,-2.700,0.277464570486,-967.094116210938
0.750,0.125,-2.700,0.274238774372,-967.136779785156
0.750,0.167,-2.700,0.274146944561,-967.130554199219
0.750,0.208,-2.700,0.274304969577,-967.123107910156
0.750,0.250,-2.700,0.272252876747,-967.162109375000
0.750,0.292,-2.700,0.274304969577,-967.123107910156
0.750,0.333,-2.700,0.274146944561,-967.130554199219
0.750,0.375,-2.700,0.274238774372,-967.136779785156
0.750,0.417,-2.700,0.277464570486,-967.094116210938
0.750,0.458,-2.700,0.274238774372,-967.136779785156
0.750,0.500,-2.700,0.274146944561,-967.130554199219
0.750,0.542,-2.700,0.274304969577,-967.123107910156
0.750,0.583,-2.700,0.272252876747,-967.162109375000
0.750,0.625,-2.700,0.274304969576,-967.123107910156
0.750,0.667,-2.700,0.274146944561,-967.130554199219
0.750,0.708,-2.700,0.274238774372,-967.136779785156
0.750,0.750,-2.700,0.277464570486,-967.094116210938
0.750,0.792,-2.700,0.274238774372,-967.136779785156
0.750,0.833,-2.700,0.274146944561,-967.130554199219
0.750,0.875,-2.700,0.274304969576,-967.123107910156
0.750,0.917,-2.700,0.272252876747,-967.162109375000
0.750,0.958,-2.700,0.274304969577,-967.123107910156
0.792,0.000,-2.700,0.272625234441,-967.153503417969
0.792,0.042,-2.700,0.273107080028,-967.142578125000
0.792,0.083,-2.700,0.274395134740,-967.123779296875
0.792,0.125,-2.700,0.273020684518,-967.152587890625
0.792,0.167,-2.700,0.276267505736,-967.103576660156
0.792,0.208,-2.700,0.275600466825,-967.116333007812
0.792,0.250,-2.700,0.274198320980,-967.137573242188
0.792,0.292,-2.700,0.275695952602,-967.107055664062
0.792,0.333,-2.700,0.272625234441,-967.153503417969
0.792,0.375,-2.700,0.273107080028,-967.142517089844
0.792,0.417,-2.700,0.274395134740,-967.123779296875
0.792,0.458,-2.700,0.273020684518,-967.152587890625
0.792,0.500,-2.700,0.276267505736,-967.103515625000
0.792,0.542,-2.700,0.275600466825,-967.116333007812
0.792,0.583,-2.700,0.274198320980,-967.137512207031
0.792,0.625,-2.700,0.275695952602,-967.107055664062
0.792,0.667,-2.700,0.272625234441,-967.153503417969
0.792,0.708,-2.700,0.273107080028,-967.142517089844
0.792,0.750,-2.700,0.274395134740,-967.123779296875
0.792,0.792,-2.700,0.273020684518,-967.152587890625
0.792,0.833,-2.700,0.276267505736,-967.103576660156
0.792,0.875,-2.700,0.275600466825,-967.116333007812
0.792,0.917,-2.700,0.274198320980,-967.137573242188
0.792,0.958,-2.700,0.275695952601,-967.107055664062
0.833,0.000,-2.700,0.274355083999,-967.140441894531
0.833,0.042,-2.700,0.276292316022,-967.104309082031
0.833,0.083,-2.700,0.274097595845,-967.129089355469
0.833,0.125,-2.700,0.272651191216,-967.154174804688
0.833,0.167,-2.700,0.274545390156,-967.120910644531
0.833,0.208,-2.700,0.272651191216,-967.154235839844
0.833,0.250,-2.700,0.274097595845,-967.129150390625
0.833,0.292,-2.700,0.276292316022,-967.104309082031
0.833,0.333,-2.700,0.274355083999,-967.140441894531
0.833,0.375,-2.700,0.276292316022,-967.104309082031
0.833,0.417,-2.700,0.274097595845,-967.129089355469
0.833,0.458,-2.700,0.272651191215,-967.154235839844
0.833,0.500,-2.700,0.274545390156,-967.120971679688
0.833,0.542,-2.700,0.272651191216,-967.154235839844
0.833,0.583,-2.700,0.274097595845,-967.129150390625
