trial_id,min_energy_random8of24_eV,proxy_best_energy_top8_eV,delta_random_min_minus_proxybest_eV,resample_base,pool_n,budget_k,seed
755,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
756,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
757,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
758,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
759,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
760,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
761,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
762,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
763,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
764,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
765,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
766,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
767,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
768,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
769,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
770,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
771,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
772,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
773,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
774,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
775,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
776,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
777,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
778,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
779,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
780,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
781,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
782,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
783,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
784,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
785,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
786,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
787,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
788,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
789,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
790,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
791,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
792,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
793,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
794,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
795,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
796,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
797,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
798,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
799,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
800,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
801,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
802,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
803,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
804,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
805,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
806,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
807,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
808,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
809,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
810,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
811,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
812,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
813,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
814,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
815,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
816,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
817,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
818,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
819,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
820,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
821,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
822,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
823,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
824,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
825,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
826,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
827,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
828,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
829,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
830,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
831,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
832,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
833,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
834,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
835,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
836,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
837,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
838,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
839,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
840,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
841,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
842,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
843,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
844,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
845,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
846,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
847,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
848,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
849,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
850,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
851,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
852,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
853,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
854,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
855,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
856,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
857,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
858,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
859,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
860,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
861,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
862,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
863,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
864,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
865,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
866,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
867,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
868,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
869,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
870,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
871,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
872,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
873,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
874,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
875,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
876,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
877,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
878,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
879,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
880,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
881,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
882,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
883,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
884,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
885,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
886,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
887,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
888,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
889,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
890,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
891,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
892,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
893,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
894,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
895,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
896,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
897,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
898,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
899,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
900,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
901,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
902,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
903,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
904,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
905,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
906,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
907,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
908,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
909,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
910,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
911,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
912,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
913,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
914,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
915,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
916,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
917,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
918,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
919,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
920,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
921,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
922,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
923,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
924,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
925,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
926,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
927,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
928,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
929,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
930,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
931,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
932,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
933,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
934,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
935,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
936,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
937,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
938,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
939,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
940,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
941,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
942,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
943,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
944,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
945,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
946,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
947,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
948,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
949,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
950,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
951,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
952,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
953,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
954,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
955,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
956,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
957,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
958,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
959,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
960,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
961,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
962,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
963,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
964,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
965,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
966,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
967,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
968,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
969,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
970,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
971,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
972,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
973,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
974,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
975,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
976,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
977,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
978,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
979,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
980,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
981,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
982,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
983,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
984,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
985,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
986,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
987,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
988,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
989,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
990,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
991,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
992,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
993,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
994,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
995,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
996,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
997,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
998,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
999,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1000,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1001,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1002,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1003,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1004,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1005,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1006,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1007,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1008,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1009,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1010,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1011,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1012,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1013,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1014,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1015,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1016,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1017,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1018,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1019,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1020,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1021,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1022,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1023,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1024,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1025,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1026,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1027,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1028,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1029,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1030,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1031,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1032,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
1033,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1034,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1035,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1036,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1037,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1038,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1039,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1040,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1041,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1042,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1043,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1044,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1045,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1046,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1047,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1048,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1049,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1050,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1051,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1052,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1053,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1054,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1055,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
1056,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1057,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1058,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1059,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1060,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1061,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1062,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1063,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1064,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1065,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1066,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1067,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1068,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1069,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1070,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1071,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1072,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1073,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1074,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1075,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1076,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1077,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1078,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1079,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1080,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1081,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1082,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1083,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1084,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1085,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1086,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1087,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1088,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1089,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1090,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
1091,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1092,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
1093,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1094,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1095,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1096,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1097,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1098,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1099,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1100,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1101,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1102,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1103,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1104,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1105,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1106,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1107,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1108,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1109,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1110,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
1111,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1112,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1113,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1114,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
1115,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1116,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1117,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1118,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1119,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1120,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1121,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1122,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1123,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1124,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1125,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
1126,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1127,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
1128,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
